537,,Black alone or in combination,255,255,175,68.4,11.7,68.4,11.7,117,45.7,12.6,45.7,12.6
538,,Asian alone or in combination,559,386,287,51.4,8.9,74.5,9.3,237,42.4,8.8,61.6,10.4
539,WEST VIRGINIA,Total,"1,406","1,384",892,63.4,2.8,64.5,2.8,610,43.4,2.9,44.1,2.9
540,,Male,685,674,423,61.7,4.0,62.7,4.1,294,43.0,4.1,43.7,4.2
541,,Female,721,710,470,65.1,3.9,66.1,3.9,316,43.8,4.0,44.5,4.1
542,,White alone,"1,312","1,303",856,65.2,2.9,65.7,2.9,585,44.6,3.0,44.9,3.0
543,,White non-Hispanic alone,"1,291","1,286",847,65.6,2.9,65.9,2.9,582,45.1,3.0,45.2,3.0
544,,Black alone,49,47,19,B,B,B,B,12,B,B,B,B
545,,Asian alone,17,6,4,B,B,B,B,3,B,B,B,B
546,,Hispanic (of any race),24,20,10,B,B,B,B,4,B,B,B,B
547,,White alone or in combination,"1,334","1,324",867,65.0,2.8,65.5,2.8,594,44.5,3.0,44.8,3.0
548,,Black alone or in combination,64,63,29,B,B,B,B,19,B,B,B,B
549,,Asian alone or in combination,19,7,5,B,B,B,B,4,B,B,B,B
550,WISCONSIN,Total,"4,436","4,296","3,129",70.5,2.3,72.8,2.2,"2,776",62.6,2.4,64.6,2.4
551,,Male,"2,186","2,105","1,519",69.5,3.3,72.2,3.2,"1,328",60.7,3.5,63.1,3.5
552,,Female,"2,250","2,191","1,610",71.6,3.2,73.5,3.1,"1,448",64.4,3.3,66.1,3.4
553,,White alone,"3,948","3,865","2,883",73.0,2.3,74.6,2.3,"2,574",65.2,2.5,66.6,2.5
554,,White non-Hispanic alone,"3,782","3,759","2,815",74.5,2.3,74.9,2.3,"2,514",66.5,2.5,66.9,2.5
555,,Black alone,264,239,137,51.7,12.3,57.1,12.8,110,41.7,12.2,46.0,12.9
556,,Asian alone,89,79,52,58.6,21.8,66.0,22.3,52,58.6,21.8,66.0,22.3
557,,Hispanic (of any race),232,142,91,39.3,16.7,64.2,21.0,84,36.3,16.4,59.4,21.5
558,,White alone or in combination,"4,015","3,932","2,923",72.8,2.3,74.4,2.3,"2,599",64.7,2.5,66.1,2.5
559,,Black alone or in combination,313,266,159,50.7,11.3,59.6,12.1,123,39.1,11.1,46.1,12.3
560,,Asian alone or in combination,94,84,57,60.5,21.1,67.8,21.4,57,60.5,21.1,67.8,21.4
561,WYOMING,Total,430,422,268,62.4,2.9,63.5,2.9,220,51.2,3.0,52.1,3.0
562,,Male,216,212,134,61.8,4.1,62.9,4.1,107,49.7,4.2,50.6,4.2
563,,Female,214,210,135,62.9,4.1,64.1,4.1,113,52.7,4.2,53.6,4.2
564,,White alone,408,402,259,63.6,2.9,64.5,2.9,214,52.5,3.0,53.2,3.1
565,,White non-Hispanic alone,369,368,244,66.0,3.0,66.3,3.0,202,54.7,3.2,54.9,3.2
566,,Black alone,5,4,3,B,B,B,B,2,B,B,B,B
567,,Asian alone,3,1,-,B,B,B,B,-,B,B,B,B
568,,Hispanic (of any race),41,37,16,B,B,B,B,13,B,B,B,B
569,,White alone or in combination,410,405,261,63.6,2.9,64.4,2.9,216,52.5,3.0,53.2,3.0
570,,Black alone or in combination,6,5,3,B,B,B,B,2,B,B,B,B
571,,Asian alone or in combination,3,1,-,B,B,B,B,-,B,B,B,B
572,1 This figure added to or subtracted from the estimate provides the 90-percent confidence interval.,,,,,,,,,,,,,
573,NOTES: ,,,,,,,,,,,,,
574,A dash '-' represents zero or rounds to zero. ,,,,,,,,,,,,,
575,"The symbol B means that the base is less than 75,000 and therefore too small to show the derived measure.",,,,,,,,,,,,,
576,Estimates may not sum to totals due to rounding.,,,,,,,,,,,,,
577,"For information on confidentiality protection, sampling error, nonsampling error, and definitions, see https://www2.census.gov/programs-surveys/cps/techdocs/cpsnov18.pdf",,,,,,,,,,,,,
578,"Source: U.S. Census Bureau, Current Population Survey, November 2018",,,,,,,,,,,,,
